TransactionID,id_01,id_02,id_05,id_06,id_11,id_12,id_15,id_30,id_31,id_33,DeviceType,DeviceInfo
3000343,-15,52277,11,-19,90.3,NotFound,Unknown,Mac OS X 10_13,firefox 57.0,2208x1242,desktop,Windows
3000345,-5,45287,16,-20,99.8,NotFound,Unknown,Mac OS X 10_13,firefox 57.0,2208x1242,desktop,rv:11.0
3000348,-39,21341,18,0,95.7,Found,Unknown,Android 7.0,mobile safari 11.0,1920x1080,mobile,iOS Device
3000351,-24,62152,24,-9,91.4,Found,Unknown,Windows 10,chrome 62.0,1920x1080,desktop,rv:11.0
3000353,-20,31252,17,-15,92.8,Found,Unknown,Windows 10,firefox 57.0,1920x1080,mobile,iOS Device
3000354,-21,57909,0,-27,90.4,Found,New,Windows 10,chrome 62.0,1334x750,desktop,MacOS
3000355,-39,46735,17,-3,95.3,NotFound,Found,Android 7.0,firefox 57.0,2208x1242,desktop,rv:11.0
3000356,-48,3575,23,-10,92.6,Found,Unknown,Windows 10,ie 11.0 for desktop,1920x1080,desktop,MacOS
3000358,-34,40860,17,-26,91.6,Found,Found,Mac OS X 10_13,mobile safari 11.0,1280x800,desktop,rv:11.0
3000359,-7,73510,17,-23,93.3,NotFound,Found,Windows 10,firefox 57.0,1280x800,desktop,MacOS
3000363,-12,86991,20,-12,93.0,Found,Found,Mac OS X 10_13,mobile safari 11.0,1920x1080,desktop,Windows
3000374,-36,45849,13,-22,99.5,NotFound,New,iOS 11.1.2,mobile safari 11.0,2208x1242,desktop,rv:11.0
3000381,-39,77298,1,-10,91.9,Found,New,iOS 11.1.2,ie 11.0 for desktop,2208x1242,desktop,MacOS
3000387,-9,73719,22,-20,92.7,Found,New,Windows 10,firefox 57.0,1920x1080,desktop,MacOS
3000401,-29,52574,27,-19,95.3,NotFound,New,Mac OS X 10_13,ie 11.0 for desktop,1280x800,desktop,rv:11.0
3000403,-17,21095,19,-5,92.3,Found,New,iOS 11.1.2,ie 11.0 for desktop,1280x800,mobile,iOS Device
3000404,-21,9926,30,-5,95.8,Found,New,Android 7.0,mobile safari 11.0,1334x750,desktop,MacOS
3000406,-27,38914,4,-26,91.1,Found,Found,Mac OS X 10_13,ie 11.0 for desktop,1280x800,desktop,Windows
3000412,-28,25488,14,-7,96.0,Found,Unknown,Android 7.0,ie 11.0 for desktop,1920x1080,mobile,iOS Device
3000413,-29,43749,7,-11,92.7,NotFound,Unknown,Windows 10,firefox 57.0,2208x1242,mobile,iOS Device
3000415,-37,7019,21,-19,97.2,NotFound,New,Mac OS X 10_13,mobile safari 11.0,1920x1080,desktop,Windows
3000420,-36,28512,26,-18,91.4,NotFound,Found,Android 7.0,ie 11.0 for desktop,2208x1242,desktop,MacOS
3000423,-6,70614,10,-4,95.4,Found,Unknown,Windows 10,chrome 62.0,2208x1242,desktop,Windows
3000424,-32,33256,12,0,96.8,Found,Unknown,iOS 11.1.2,mobile safari 11.0,1280x800,desktop,rv:11.0
3000429,-45,25839,24,-6,90.3,NotFound,New,iOS 11.1.2,chrome 62.0,1920x1080,desktop,rv:11.0
3000433,-38,60866,23,-4,95.8,NotFound,Unknown,Windows 10,firefox 57.0,1920x1080,desktop,rv:11.0
3000435,-1,74402,30,-26,95.5,NotFound,New,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3000448,-43,38873,8,-4,95.5,Found,New,Mac OS X 10_13,mobile safari 11.0,1920x1080,desktop,MacOS
3000449,-40,74819,8,-5,94.4,Found,Unknown,Windows 10,mobile safari 11.0,1920x1080,desktop,rv:11.0
3000458,-5,13994,12,-19,92.8,NotFound,New,iOS 11.1.2,firefox 57.0,1334x750,mobile,iOS Device
3000460,-47,40940,15,-3,96.5,NotFound,Unknown,Windows 10,ie 11.0 for desktop,1334x750,desktop,rv:11.0
3000463,-21,1796,17,-17,98.2,NotFound,Unknown,Mac OS X 10_13,mobile safari 11.0,1280x800,desktop,Windows
3000465,-15,23787,20,-3,97.7,NotFound,Unknown,Mac OS X 10_13,chrome 62.0,1920x1080,desktop,rv:11.0
3000468,-24,53186,2,0,94.5,NotFound,New,iOS 11.1.2,ie 11.0 for desktop,1280x800,desktop,rv:11.0
3000474,-19,6579,16,-7,99.6,NotFound,New,iOS 11.1.2,chrome 62.0,1920x1080,desktop,rv:11.0
3000478,-49,59673,0,-21,94.5,Found,Found,Android 7.0,chrome 62.0,1334x750,desktop,rv:11.0
3000481,-19,87486,2,-11,95.9,Found,Unknown,Windows 10,firefox 57.0,2208x1242,desktop,MacOS
3000482,-47,32200,12,-5,90.3,NotFound,New,Mac OS X 10_13,mobile safari 11.0,2208x1242,desktop,MacOS
3000487,-49,80785,24,-3,92.8,Found,New,Mac OS X 10_13,chrome 62.0,1280x800,mobile,iOS Device
3000505,-28,30439,21,0,95.0,Found,Found,iOS 11.1.2,firefox 57.0,1920x1080,desktop,Windows
3000506,-12,15271,14,-26,97.5,NotFound,New,iOS 11.1.2,firefox 57.0,2208x1242,mobile,iOS Device
3000508,-47,63659,18,-9,91.0,Found,New,Android 7.0,chrome 62.0,1920x1080,desktop,rv:11.0
3000513,-2,17547,25,-6,95.1,Found,Unknown,Mac OS X 10_13,ie 11.0 for desktop,1280x800,desktop,MacOS
3000517,-13,21564,16,-29,93.0,NotFound,New,iOS 11.1.2,mobile safari 11.0,1920x1080,mobile,iOS Device
3000518,-9,83250,14,-16,99.2,Found,Found,Mac OS X 10_13,firefox 57.0,2208x1242,desktop,rv:11.0
3000528,-42,42817,4,-8,97.3,NotFound,New,Windows 10,chrome 62.0,1920x1080,desktop,MacOS
3000531,-48,5506,22,-2,97.3,Found,New,Android 7.0,chrome 62.0,1920x1080,desktop,Windows
3000548,-8,50909,30,-28,93.0,NotFound,Found,iOS 11.1.2,firefox 57.0,1280x800,desktop,MacOS
3000559,-8,39342,8,-12,98.9,Found,New,Mac OS X 10_13,mobile safari 11.0,2208x1242,desktop,rv:11.0
3000569,-6,51127,20,-18,96.9,Found,New,Windows 10,mobile safari 11.0,1334x750,desktop,Windows
3000572,-37,44158,3,-6,97.2,NotFound,Unknown,Mac OS X 10_13,mobile safari 11.0,1334x750,desktop,Windows
3000587,-14,4287,17,-8,95.1,NotFound,Found,Windows 10,mobile safari 11.0,1334x750,desktop,rv:11.0
3000588,-45,64692,22,-30,91.9,NotFound,Found,Android 7.0,chrome 62.0,2208x1242,desktop,rv:11.0
3000590,-41,22812,12,-9,95.8,NotFound,Unknown,Mac OS X 10_13,ie 11.0 for desktop,1920x1080,desktop,rv:11.0
3000594,-39,70084,15,-21,93.4,Found,New,Windows 10,mobile safari 11.0,1334x750,desktop,Windows
3000596,-14,85861,27,-24,97.5,NotFound,Unknown,iOS 11.1.2,chrome 62.0,2208x1242,desktop,MacOS
3000601,-7,28288,1,-25,99.9,NotFound,Found,Windows 10,mobile safari 11.0,1334x750,mobile,SAMSUNG SM-G960F
3000602,-27,12482,4,-20,92.3,Found,Found,Windows 10,chrome 62.0,1334x750,mobile,SAMSUNG SM-G960F
3000603,-42,2213,27,-6,90.0,NotFound,New,Mac OS X 10_13,chrome 62.0,2208x1242,mobile,SAMSUNG SM-G960F
3000604,-4,47178,2,-14,98.2,NotFound,Found,Windows 10,ie 11.0 for desktop,1920x1080,mobile,SAMSUNG SM-G960F
3000605,-12,72909,6,-17,94.6,Found,Found,Android 7.0,firefox 57.0,2208x1242,mobile,SAMSUNG SM-G960F
3000606,-49,89736,6,-27,93.8,NotFound,New,iOS 11.1.2,firefox 57.0,1920x1080,mobile,SAMSUNG SM-G960F
3000607,-32,30281,10,-25,96.2,Found,New,Android 7.0,ie 11.0 for desktop,1920x1080,mobile,SAMSUNG SM-G960F
3000608,-3,6698,26,-22,91.0,Found,Unknown,Windows 10,ie 11.0 for desktop,1920x1080,mobile,SAMSUNG SM-G960F
3000609,-35,61558,2,-21,93.7,Found,New,Windows 10,chrome 62.0,1334x750,mobile,SAMSUNG SM-G960F
3000610,-29,12262,22,-8,92.3,NotFound,Unknown,Windows 10,firefox 57.0,1920x1080,mobile,SAMSUNG SM-G960F
3000611,-13,81404,29,-14,94.5,Found,New,Windows 10,mobile safari 11.0,1280x800,mobile,SAMSUNG SM-G960F
3000612,-15,50620,24,-10,96.4,NotFound,Unknown,Mac OS X 10_13,chrome 62.0,1280x800,mobile,SAMSUNG SM-G960F
3000613,-36,31456,7,-9,96.6,NotFound,Unknown,Android 7.0,ie 11.0 for desktop,2208x1242,mobile,SAMSUNG SM-G960F
3000614,-29,87671,7,-4,96.2,NotFound,Unknown,Android 7.0,firefox 57.0,1920x1080,mobile,SAMSUNG SM-G960F
3000615,-30,48267,15,-30,98.5,Found,Unknown,iOS 11.1.2,ie 11.0 for desktop,1334x750,mobile,SAMSUNG SM-G960F
3000616,-7,73881,16,-26,96.6,Found,Unknown,Mac OS X 10_13,firefox 57.0,1920x1080,mobile,SAMSUNG SM-G960F
3000617,-34,16252,22,-10,94.4,Found,Found,iOS 11.1.2,ie 11.0 for desktop,1920x1080,mobile,SAMSUNG SM-G960F
3000618,-18,15806,27,-2,91.2,NotFound,New,iOS 11.1.2,chrome 62.0,1280x800,mobile,SAMSUNG SM-G960F
3000619,-50,23965,19,-20,93.4,NotFound,Found,iOS 11.1.2,firefox 57.0,1334x750,mobile,SAMSUNG SM-G960F
3000620,-18,20156,18,0,91.7,NotFound,Unknown,iOS 11.1.2,firefox 57.0,1334x750,mobile,SAMSUNG SM-G960F
3000621,-29,12976,21,-8,90.2,NotFound,New,Windows 10,chrome 62.0,2208x1242,mobile,SAMSUNG SM-G960F
3000622,-50,33601,6,-3,90.0,NotFound,Found,Mac OS X 10_13,chrome 62.0,1920x1080,mobile,SAMSUNG SM-G960F
3000623,-40,18453,21,-5,99.8,Found,Found,iOS 11.1.2,firefox 57.0,1280x800,mobile,SAMSUNG SM-G960F
3000624,-5,78726,15,-27,98.4,NotFound,New,Mac OS X 10_13,mobile safari 11.0,1334x750,mobile,SAMSUNG SM-G960F
3000625,-48,15290,28,-19,96.6,Found,New,Windows 10,mobile safari 11.0,1334x750,mobile,SAMSUNG SM-G960F
3000626,-15,81579,16,-18,95.1,Found,Unknown,Mac OS X 10_13,mobile safari 11.0,1280x800,mobile,SAMSUNG SM-G960F
3000627,-35,45680,18,-10,99.2,Found,Unknown,Mac OS X 10_13,chrome 62.0,1280x800,mobile,SAMSUNG SM-G960F
3000628,-40,20478,6,-24,97.2,NotFound,Found,Windows 10,mobile safari 11.0,1334x750,mobile,SAMSUNG SM-G960F
3000629,-6,60176,1,-1,99.8,Found,New,Android 7.0,chrome 62.0,1280x800,desktop,MacOS
3000630,-29,77104,10,-29,91.3,NotFound,New,Mac OS X 10_13,firefox 57.0,1920x1080,desktop,MacOS
3000631,-7,15131,5,-29,90.6,Found,Found,Mac OS X 10_13,chrome 62.0,1280x800,desktop,MacOS
3000632,-30,65355,23,-13,95.4,NotFound,New,iOS 11.1.2,chrome 62.0,1280x800,desktop,rv:11.0
3000633,-6,80429,8,-17,93.2,NotFound,Found,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3000634,-41,62107,18,-14,91.9,Found,New,Mac OS X 10_13,mobile safari 11.0,2208x1242,mobile,iOS Device
3000635,-8,8039,10,-28,90.9,Found,New,Android 7.0,chrome 62.0,1920x1080,desktop,Windows
3000636,-40,8360,9,-28,94.0,Found,Found,iOS 11.1.2,firefox 57.0,2208x1242,mobile,iOS Device
3000637,-48,89321,11,-16,92.6,NotFound,New,Android 7.0,mobile safari 11.0,1334x750,mobile,iOS Device
3000638,-19,87861,29,-26,90.1,NotFound,Found,iOS 11.1.2,firefox 57.0,1920x1080,desktop,rv:11.0
3000639,-13,72009,16,-16,99.4,NotFound,Found,Mac OS X 10_13,ie 11.0 for desktop,2208x1242,desktop,rv:11.0
3000640,-25,18839,22,-26,97.0,Found,New,Android 7.0,chrome 62.0,1280x800,mobile,iOS Device
3000641,-25,55551,2,-20,97.0,NotFound,Found,Mac OS X 10_13,firefox 57.0,1280x800,desktop,Windows
3000642,-2,22965,6,-7,91.6,Found,New,Android 7.0,firefox 57.0,1280x800,desktop,Windows
3000643,-23,23738,6,0,96.5,NotFound,Found,Windows 10,chrome 62.0,2208x1242,desktop,Windows
3000644,0,38419,12,-3,96.4,Found,Unknown,Android 7.0,ie 11.0 for desktop,1280x800,desktop,Windows
3000645,-36,33104,18,-14,90.3,Found,New,Android 7.0,chrome 62.0,1280x800,desktop,Windows
3000646,-14,45991,19,-12,93.7,NotFound,New,Mac OS X 10_13,ie 11.0 for desktop,1334x750,desktop,Windows
3000647,-42,63073,20,-18,97.7,NotFound,Found,iOS 11.1.2,chrome 62.0,1334x750,desktop,Windows
3000648,-9,32020,28,-26,93.2,NotFound,New,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3000649,-17,79950,1,-13,95.5,Found,Unknown,Android 7.0,firefox 57.0,2208x1242,desktop,Windows
3000650,0,21825,0,-6,98.9,Found,Found,Mac OS X 10_13,ie 11.0 for desktop,1280x800,desktop,Windows
3000651,-49,2791,11,-11,96.1,NotFound,Unknown,Android 7.0,firefox 57.0,1334x750,desktop,Windows
3000652,-14,65603,5,-26,95.2,NotFound,Unknown,iOS 11.1.2,ie 11.0 for desktop,2208x1242,desktop,Windows
3000653,-25,31262,15,-6,90.9,Found,Found,iOS 11.1.2,chrome 62.0,1280x800,desktop,Windows
3000654,-29,83653,8,-18,99.7,NotFound,New,Android 7.0,mobile safari 11.0,1280x800,desktop,Windows
3000655,-4,59329,23,-3,98.0,NotFound,Unknown,iOS 11.1.2,ie 11.0 for desktop,1920x1080,desktop,Windows
3000656,-39,78845,30,-19,92.6,NotFound,Found,Mac OS X 10_13,ie 11.0 for desktop,1334x750,desktop,Windows
3000657,-47,12861,14,-30,94.7,Found,New,Mac OS X 10_13,ie 11.0 for desktop,1280x800,desktop,Windows
3000658,-42,9486,26,-14,98.7,NotFound,New,Mac OS X 10_13,chrome 62.0,1920x1080,desktop,Windows
3000659,-2,86170,23,-6,95.5,Found,Unknown,iOS 11.1.2,mobile safari 11.0,1280x800,desktop,Windows
3000660,-23,77027,7,-25,90.4,Found,Unknown,iOS 11.1.2,ie 11.0 for desktop,2208x1242,desktop,Windows
3000661,-41,8996,5,-17,99.7,NotFound,Unknown,iOS 11.1.2,chrome 62.0,1334x750,desktop,Windows
3000662,-28,28517,12,-7,99.2,NotFound,Unknown,iOS 11.1.2,mobile safari 11.0,1334x750,desktop,Windows
3000663,-16,68454,6,-13,92.8,NotFound,Unknown,Windows 10,mobile safari 11.0,2208x1242,desktop,Windows
3000664,-12,57187,16,-14,93.6,Found,Found,iOS 11.1.2,mobile safari 11.0,1920x1080,desktop,Windows
3000665,-35,19654,17,-12,93.6,Found,Unknown,Windows 10,mobile safari 11.0,2208x1242,desktop,Windows
3000666,-21,27741,12,-9,93.8,Found,Found,Android 7.0,firefox 57.0,1334x750,desktop,Windows
3000667,-8,4042,19,-24,95.0,NotFound,Found,Mac OS X 10_13,chrome 62.0,1920x1080,desktop,Windows
3000668,-25,67599,10,-11,92.1,Found,Found,iOS 11.1.2,ie 11.0 for desktop,1920x1080,desktop,Windows
3000669,-47,28779,15,-18,92.6,NotFound,Found,Android 7.0,chrome 62.0,1920x1080,desktop,Windows
3000670,-38,68981,0,-27,99.9,Found,New,iOS 11.1.2,ie 11.0 for desktop,2208x1242,desktop,Windows
3000671,-15,48925,0,-15,99.2,Found,Unknown,Android 7.0,chrome 62.0,1334x750,desktop,Windows
3000672,-27,10624,13,-20,94.9,Found,New,Windows 10,chrome 62.0,1280x800,desktop,Windows
